CC1=NN(C(=O)C1)C1=CC=CC(COCC2=CC=CC=C2)=C1
CN1C(SCC2=CC=C(C)C=C2)=NN=C1C1=C(C)OC=C1
C[C@@H]1CCC[C@@H](C)N1C(=O)COC(=O)C1CCCCC1
FC1=CC=CC=C1CC(=O)OC1=CC=C2C=CC(=O)OC2=C1
FC1=CC=CC=C1COC(=O)C1=CC(=O)C2=CC=CC=C2O1
SC1=NN=C(COC2=CC=C(Cl)C=C2)N1C1CC1
C[C@H]1CC=CC[C@@H]1COC1=C(C=O)N2C=CSC2=N1
CC(C)(C)C1=NOC(=N1)[C@@H]1CCN(CC2=CC=CC=C2F)C1
ClC1=CC=C(OCC2=CN3C=CC=CC3=N2)C(C=O)=C1
CCCC1=C(SN=N1)C(=O)N1CC[C@H](C1)C1=CC=CC=C1
CC(C)(C)C(=O)COC1=C2C(SC3=C2CCC3)=NC=N1
FC1=CC=CC=C1OCC1=NC(=NO1)C1=CSC=C1
CCN1CCN(CC1)C1=C2C=C(CC)SC2=NC(CC)=N1
O=C(C1CCCCC1)N(CC1=CSC=C1)C1=NOC=C1
CCOC(=O)[C@@H]1CN(C2C3CC4CC(C3)CC2C4)C(=O)C1
O=C(\C=C\C1=CSC(=N1)C1=NC=CC=N1)C1CCCCC1
CN(CC1=CN(C)N=C1)[C@@H]1C[C@@H](CC[C@@H]1C#N)C(C)(C)C
C[C@H](CN1C=CN=C1)N1C(=NC2=CC(C)=CC=C12)[C@@H](C)Cl
CCOC(=O)[C@@H]1CCCCN1C1=CC=C(Cl)C=C1C#N
CCN(CC1=CC=C2OCOC2=C1)C(=O)C1CCCCC1
